id,title,type,genres,averageRating,numVotes,releaseYear
tt2632424,"The Originals",tvSeries,"Drama, Fantasy, Horror",8.3,151130,2013
tt1695360,"The Legend of Korra",tvSeries,"Action, Adventure, Animation",8.3,141393,2012
tt13146488,Peacemaker,tvSeries,"Action, Adventure, Comedy",8.3,140763,2022
tt8110330,"Dil Bechara",movie,"Comedy, Drama, Romance",8.3,135483,2020
tt0374463,"The Pacific",tvMiniSeries,"Action, Adventure, Drama",8.3,133672,2010
tt0496424,"30 Rock",tvSeries,Comedy,8.3,133471,2006
tt10295212,Shershaah,movie,"Action, Biography, Drama",8.3,130962,2021
tt5348176,Barry,tvSeries,"Action, Comedy, Crime",8.3,127147,2018
tt1637727,"The Killing",tvSeries,"Crime, Drama, Mystery",8.3,126183,2011
tt7909970,Unbelievable,tvMiniSeries,"Crime, Drama",8.3,123888,2019
tt2234222,"Orphan Black",tvSeries,"Drama, Sci-Fi, Thriller",8.3,118795,2013
tt8503618,Hamilton,movie,"Biography, Drama, History",8.3,118623,2020
tt2699128,"The Leftovers",tvSeries,"Drama, Fantasy, Mystery",8.3,116154,2014
tt4270492,Billions,tvSeries,Drama,8.3,111511,2016
tt11337908,Maid,tvMiniSeries,Drama,8.3,105298,2021
tt8714904,"Narcos: Mexico",tvSeries,"Crime, Drama",8.3,95008,2018
tt2249007,"Ray Donovan",tvSeries,"Crime, Drama",8.3,94924,2013
tt0044741,Ikiru,movie,Drama,8.3,90182,1952
tt12590266,"Cyberpunk: Edgerunners",tvMiniSeries,"Action, Adventure, Animation",8.3,88223,2022
tt0055031,"Judgment at Nuremberg",movie,"Drama, War",8.3,87372,1961
tt6517102,Castlevania,tvSeries,"Action, Adventure, Animation",8.3,83707,2017
tt9179430,Vikram,movie,"Action, Crime, Drama",8.3,77306,2022
tt9052870,Chhichhore,movie,"Comedy, Drama, Romance",8.3,65642,2019
tt12327578,"Star Trek: Strange New Worlds",tvSeries,"Action, Adventure, Sci-Fi",8.3,61587,2022
tt0445114,Extras,tvSeries,"Comedy, Drama",8.3,61089,2005
tt1344204,"Blue Mountain State",tvSeries,"Comedy, Sport",8.3,59835,2010
tt18335752,1923,tvSeries,"Drama, Western",8.3,58291,2022
tt1699748,"Hell on Wheels",tvSeries,"Drama, Western",8.3,56645,2011
tt6611916,Kingdom,tvSeries,"Action, Drama, Horror",8.3,56572,2019
tt0383126,MythBusters,tvSeries,"Documentary, Mystery, Reality-TV",8.3,55278,2003
tt0220880,"Courage the Cowardly Dog",tvSeries,"Adventure, Animation, Comedy",8.3,52533,1999
tt7060344,Raatchasan,movie,"Action, Crime, Drama",8.3,52057,2018
tt3358020,"Parasyte: The Maxim",tvSeries,"Action, Animation, Drama",8.3,52003,2014
tt0115147,"The Daily Show",tvSeries,"Comedy, News, Talk-Show",8.3,48487,1996
tt15477488,Farzi,tvSeries,"Crime, Drama, Thriller",8.3,48187,2023
tt3655448,"The Young Pope",tvMiniSeries,Drama,8.3,48186,2016
tt10280296,"Sardar Udham",movie,"Biography, Crime, Drama",8.3,48118,2021
tt1598754,"24: Live Another Day",tvMiniSeries,"Action, Crime, Drama",8.3,47005,2014
tt3417422,Drishyam,movie,"Crime, Drama, Thriller",8.3,44855,2013
tt13706018,"Spy x Family",tvSeries,"Action, Animation, Comedy",8.3,43727,2022
tt1466074,Columbo,tvSeries,"Crime, Drama, Mystery",8.3,43477,1971
tt0187636,Farscape,tvSeries,"Action, Adventure, Drama",8.3,40973,1999
tt1836037,Longmire,tvSeries,"Action, Crime, Drama",8.3,40917,2012
tt4565380,Fauda,tvSeries,"Action, Drama, Thriller",8.3,39181,2015
tt1416765,Parenthood,tvSeries,"Comedy, Drama",8.3,38001,2010
tt15469618,"Bad Sisters",tvSeries,"Comedy, Drama, Thriller",8.3,37772,2022
tt4644488,"Dragon Ball Super",tvSeries,"Action, Adventure, Animation",8.3,37664,2015
tt3636060,Poldark,tvSeries,"Drama, Romance",8.3,36881,2015
tt4057372,Sugarland,tvSeries,"Animation, Comedy, Family",8.3,35958,2019
tt0874936,Life,tvSeries,"Crime, Drama, Mystery",8.3,35596,2007
tt1702042,"An Idiot Abroad",tvSeries,"Adventure, Comedy, Documentary",8.3,34685,2010
tt8694364,"Years and Years",tvMiniSeries,"Drama, Sci-Fi",8.3,33837,2019
tt5853176,"The Good Fight",tvSeries,"Crime, Drama",8.3,33282,2017
tt9054904,"Why Women Kill",tvSeries,"Comedy, Crime, Drama",8.3,32796,2019
tt21209876,"Solo Leveling",tvSeries,"Action, Adventure, Animation",8.3,30600,2024
tt10244600,"Winning Time: The Rise of the Lakers Dynasty",tvSeries,"Biography, Drama, Sport",8.3,29894,2022
tt8809646,"College Romance",tvSeries,"Comedy, Drama, Romance",8.3,28962,2018
tt8688814,"The Dragon Prince",tvSeries,"Action, Adventure, Animation",8.3,28750,2018
tt0019760,"Man with a Movie Camera",movie,Documentary,8.3,28531,1929
tt0110057,"Hoop Dreams",movie,"Documentary, Drama, Sport",8.3,28363,1994
tt0381798,"Rescue Me",tvSeries,"Comedy, Drama",8.3,28319,2004
tt2183404,Rectify,tvSeries,Drama,8.3,27930,2013
tt1984119,Feud,tvSeries,"Biography, Drama",8.3,27584,2017
tt7681902,"Won't You Be My Neighbor?",movie,"Biography, Documentary, History",8.3,27387,2018
tt2396135,Shetland,tvSeries,"Crime, Drama, Mystery",8.3,27127,2013
tt3012698,"Olive Kitteridge",tvMiniSeries,Drama,8.3,26788,2014
tt1981558,"Key and Peele",tvSeries,Comedy,8.3,26651,2012
tt13623580,"Reservation Dogs",tvSeries,"Comedy, Crime",8.3,25516,2021
tt0485842,"Studio 60 on the Sunset Strip",tvSeries,"Comedy, Drama",8.3,25397,2006
tt1409055,"Dragon Ball Z Kai",tvSeries,"Action, Adventure, Animation",8.3,25288,2009
tt4679210,Premam,movie,"Comedy, Drama, Romance",8.3,24642,2015
tt13293588,"Mushoku Tensei: Jobless Reincarnation",tvSeries,"Action, Adventure, Animation",8.3,23887,2021
tt3668162,"Bangalore Days",movie,"Comedy, Drama, Romance",8.3,23396,2014
tt0780362,"Jane Eyre",tvMiniSeries,"Drama, Romance",8.3,22684,2006
tt14192814,Kursadzije,tvSeries,"Comedy, Drama, Horror",8.3,22298,2006
tt0376127,Anniyan,movie,"Action, Crime, Drama",8.3,22277,2005
tt14518756,"Hometown Cha-Cha-Cha",tvSeries,"Comedy, Drama, Romance",8.3,22173,2021
tt14674086,"Welcome to Wrexham",tvSeries,"Documentary, Sport",8.3,22038,2022
tt0948103,"Gurren Lagann",tvSeries,"Action, Adventure, Animation",8.3,22010,2007
tt6466208,Breathe,tvSeries,"Crime, Drama, Thriller",8.3,21950,2018
tt0058888,"Red Beard",movie,Drama,8.3,21663,1965
tt0037674,"Children of Paradise",movie,"Drama, Romance",8.3,21478,1945
tt9098872,"The Rescue",movie,"Action, Documentary, Mystery",8.3,21343,2021
tt0110081,"To Live",movie,"Drama, War",8.3,20909,1994
tt4908644,"Winter on Fire: Ukraine's Fight for Freedom",movie,"Documentary, History, War",8.3,20830,2015
tt8679236,"Who Is America?",tvSeries,Comedy,8.3,20676,2018
tt6478318,Masum,tvMiniSeries,"Crime, Drama, Mystery",8.3,20580,2017
tt0050634,"The Cranes Are Flying",movie,"Drama, Romance, War",8.3,20322,1957
tt7765404,Wayne,tvSeries,"Action, Comedy",8.3,20121,2019
tt0179552,"The Adventures of Tintin",tvSeries,"Action, Adventure, Animation",8.3,19515,1991
tt11775988,"Operation MBBS",tvSeries,"Comedy, Drama",8.3,19411,2020
tt0160904,MI-5,tvSeries,"Action, Crime, Drama",8.3,18920,2002
tt0835434,"In Treatment",tvSeries,Drama,8.3,18533,2008
tt0839188,Metalocalypse,tvSeries,"Animation, Comedy, Music",8.3,18401,2006
tt11070216,"Dirin Dirin",tvSeries,"Animation, Comedy",8.3,18368,2015
tt13391710,"Jana Gana Mana",movie,"Crime, Drama, Thriller",8.3,18020,2022
tt13899566,"Special Ops 1.5: The Himmat Story",tvMiniSeries,"Action, Crime, Drama",8.3,17868,2021
tt0088491,"The Bugs Bunny/Looney Tunes Comedy Hour",tvSeries,"Animation, Comedy, Family",8.3,17811,1985
tt10214826,"Agent Sai Srinivasa Athreya",movie,"Comedy, Crime, Mystery",8.3,17358,2019
tt4277922,"Call My Agent!",tvSeries,"Comedy, Drama",8.3,17216,2015
tt0195231,Satya,movie,"Action, Crime, Drama",8.3,17102,1998
tt1626038,"The Avengers: Earth's Mightiest Heroes",tvSeries,"Action, Adventure, Animation",8.3,16702,2010
tt0062759,"The Diamond Arm",movie,"Adventure, Comedy, Crime",8.3,16584,1969
tt7222086,"Made in Abyss",tvSeries,"Action, Adventure, Animation",8.3,16480,2017
tt1279972,Treme,tvSeries,"Drama, Music",8.3,16163,2010
tt5312232,Sairat,movie,"Drama, Romance",8.3,15047,2016
tt0085743,"Jaane Bhi Do Yaaro",movie,"Comedy, Crime, Drama",8.3,14904,1983
tt1685471,"This Is England '86",tvMiniSeries,"Comedy, Crime, Drama",8.3,14762,2010
tt0103376,Bottom,tvSeries,Comedy,8.3,14454,1991
tt0061847,"Samurai Rebellion",movie,Drama,8.3,14431,1967
tt3521134,"The Look of Silence",movie,"Biography, Documentary, History",8.3,14087,2014
tt8888462,Pachinko,tvSeries,Drama,8.3,14027,2022
tt6157148,"Weightlifting Fairy Kim Bok-Joo",tvSeries,"Comedy, Romance",8.3,13850,2016
tt0060584,"Kidnapping, Caucasian Style",movie,"Adventure, Comedy, Drama",8.3,13847,1967
tt10975574,Julia,tvSeries,"Biography, Drama",8.3,13590,2022
tt2358592,Lucia,movie,"Drama, Sci-Fi, Thriller",8.3,13479,2013
tt0072783,"Chupke Chupke",movie,"Comedy, Drama, Romance",8.3,13373,1975
tt9006564,2018,movie,"Action, Drama, Thriller",8.3,13372,2023
tt0361256,Wonderfalls,tvSeries,"Comedy, Drama, Fantasy",8.3,13234,2004
tt0068519,"Gentlemen of Fortune",movie,"Comedy, Crime, Drama",8.3,13163,1971
tt0423661,"Green Wing",tvSeries,"Comedy, Drama",8.3,12950,2004
tt27051027,"Love Li",movie,"Drama, Romance",8.3,12941,2024
tt5531466,DuckTales,tvSeries,"Action, Adventure, Animation",8.3,12658,2017
tt0050051,"Perry Mason",tvSeries,"Crime, Drama, Mystery",8.3,12294,1957
tt9113406,"Wu-Tang: An American Saga",tvSeries,"Biography, Drama, Music",8.3,12102,2019
tt0252619,"From the Village to the City",movie,Comedy,8.3,12067,1974
tt2877108,"Soodhu Kavvum",movie,"Comedy, Crime, Thriller",8.3,12040,2013
tt0337898,"Law of the Lawless",tvSeries,"Action, Crime, Drama",8.3,11838,2002
tt6354518,"The Disastrous Life of Saiki K.",tvSeries,"Animation, Comedy, Fantasy",8.3,11772,2016
tt2126154,"This Is England '88",tvMiniSeries,"Comedy, Crime, Drama",8.3,11761,2011
tt21975436,"Kaiju No. 8",tvSeries,"Action, Adventure, Animation",8.3,11760,2024
tt0139876,Baasha,movie,"Action, Crime, Drama",8.3,11747,1995
tt8893550,"Car Masters: Rust to Riches",tvSeries,Reality-TV,8.3,11726,2018
tt2006421,"Gran Hotel",tvSeries,"Crime, Drama, History",8.3,11407,2011
tt18568902,"Kaun Pravin Tambe?",movie,"Biography, Drama, Sport",8.3,11306,2022
tt8652818,"Violet Evergarden: The Movie",movie,"Animation, Drama, Fantasy",8.3,11027,2020
tt0179955,"Cat City",movie,"Adventure, Animation, Comedy",8.3,10940,1986
tt0974077,Cranford,tvSeries,Drama,8.3,10866,2007
tt0442632,"Bleak House",tvMiniSeries,"Crime, Drama",8.3,10838,2005
tt4851630,"Maheshinte Prathikaaram",movie,"Comedy, Drama, Thriller",8.3,10727,2016
tt0362192,"State of Play",tvMiniSeries,"Crime, Drama, Mystery",8.3,10700,2003
tt20449048,"Feels Like Home",tvSeries,Comedy,8.3,10569,2022
tt6256484,"While You Were Sleeping",tvSeries,"Comedy, Drama, Fantasy",8.3,10568,2017
tt1634549,Millennium,tvMiniSeries,"Action, Crime, Mystery",8.3,10501,2010
tt0065314,"The Mary Tyler Moore Show",tvSeries,Comedy,8.3,10436,1970
tt0301634,"Frozen Stiff",movie,"Comedy, Drama",8.3,10290,2002
tt12063450,"To Your Eternity",tvSeries,"Adventure, Animation, Drama",8.3,10246,2021
tt21030032,"Oshi No Ko",tvSeries,"Animation, Drama, Fantasy",8.3,10192,2023
tt21916016,Tanaav,tvSeries,"Action, Crime, Drama",8.3,10150,2022
tt0101049,"A Bit of Fry and Laurie",tvSeries,Comedy,8.3,10004,1987
tt0993846,"The Wolf of Wall Street",movie,"Biography, Comedy, Crime",8.2,1625491,2013
tt0372784,"Batman Begins",movie,"Action, Crime, Drama",8.2,1607224,2005
tt1130884,"Shutter Island",movie,"Drama, Mystery, Thriller",8.2,1495846,2010
tt0120382,"The Truman Show",movie,"Comedy, Drama",8.2,1230905,1998
tt0266697,"Kill Bill: Vol. 1",movie,"Action, Crime, Thriller",8.2,1218882,2003
tt0266543,"Finding Nemo",movie,"Adventure, Animation, Comedy",8.2,1132752,2003
tt0107290,"Jurassic Park",movie,"Action, Adventure, Sci-Fi",8.2,1089257,1993
tt0477348,"No Country for Old Men",movie,"Crime, Drama, Thriller",8.2,1085684,2007
tt0167404,"The Sixth Sense",movie,"Drama, Mystery, Thriller",8.2,1072422,1999
tt0268978,"A Beautiful Mind",movie,"Biography, Drama, Mystery",8.2,1001894,2001
tt0095016,"Die Hard",movie,"Action, Thriller",8.2,960560,1988
tt0075314,"Taxi Driver",movie,"Crime, Drama",8.2,944119,1976
tt0208092,Snatch,movie,"Comedy, Crime",8.2,924964,2000
tt10872600,"Spider-Man: No Way Home",movie,"Action, Adventure, Fantasy",8.2,909578,2021
tt0066921,"A Clockwork Orange",movie,"Crime, Sci-Fi",8.2,893987,1971
tt1392214,Prisoners,movie,"Crime, Drama, Mystery",8.2,834960,2013
tt0097576,"Indiana Jones and the Last Crusade",movie,"Action, Adventure",8.2,822249,1989
tt0093058,"Full Metal Jacket",movie,"Drama, War",8.2,803892,1987
tt1745960,"Top Gun: Maverick",movie,"Action, Drama",8.2,734593,2022
tt0457430,"Pan's Labyrinth",movie,"Drama, Fantasy, War",8.2,711841,2006
tt8579674,1917,movie,"Action, Drama, History",8.2,698494,2019
tt0469494,"There Will Be Blood",movie,Drama,8.2,652738,2007
tt0119488,"L.A. Confidential",movie,"Crime, Drama, Mystery",8.2,627181,1997
tt6966692,"Green Book",movie,"Biography, Comedy, Drama",8.2,597173,2018
tt0071853,"Monty Python and the Holy Grail",movie,"Adventure, Comedy, Fantasy",8.2,577565,1975
tt0112641,Casino,movie,"Crime, Drama",8.2,575359,1995
tt6468322,"Money Heist",tvSeries,"Action, Crime, Drama",8.2,548126,2017
tt0084787,"The Thing",movie,"Horror, Mystery, Sci-Fi",8.2,479703,1982
tt0347149,"Howl's Moving Castle",movie,"Adventure, Animation, Family",8.2,464035,2004
tt0105695,Unforgiven,movie,"Drama, Western",8.2,442856,1992
tt9140554,Loki,tvSeries,"Action, Adventure, Fantasy",8.2,425433,2021
tt0363163,Downfall,movie,"Biography, Drama, History",8.2,380329,2004
tt7767422,"Sex Education",tvSeries,"Comedy, Drama, Romance",8.2,363886,2019
tt0031381,"Gone with the Wind",movie,"Drama, Romance, War",8.2,338994,1939
tt0053291,"Some Like It Hot",movie,"Comedy, Music, Romance",8.2,287776,1959
tt0059578,"For a Few Dollars More",movie,"Drama, Western",8.2,280326,1965
tt0080678,"The Elephant Man",movie,"Biography, Drama",8.2,262776,1980
tt0057115,"The Great Escape",movie,"Adventure, Drama, Thriller",8.2,262638,1963
tt1305806,"The Secret in Their Eyes",movie,"Drama, Mystery, Romance",8.2,226196,2009
tt1196946,"The Mentalist",tvSeries,"Crime, Drama, Mystery",8.2,205808,2008
tt10272386,"The Father",movie,"Drama, Mystery",8.2,201380,2020
tt4955642,"The Good Place",tvSeries,"Comedy, Drama, Fantasy",8.2,196774,2016
tt4729430,Klaus,movie,"Adventure, Animation, Comedy",8.2,195548,2019
tt0046912,"Dial M for Murder",movie,"Crime, Thriller",8.2,192575,1954
tt0042876,Rashomon,movie,"Crime, Drama, Mystery",8.2,184122,1950
tt2431438,Sense8,tvSeries,"Drama, Mystery, Sci-Fi",8.2,165201,2015
tt0238784,"Gilmore Girls",tvSeries,"Comedy, Drama",8.2,153705,2000
tt10698680,"K.G.F: Chapter 2",movie,"Action, Crime, Drama",8.2,153601,2022
tt0934814,Chuck,tvSeries,"Action, Comedy, Drama",8.2,148759,2007
tt1358522,"White Collar",tvSeries,"Comedy, Crime, Drama",8.2,145383,2009
tt0212671,"Malcolm in the Middle",tvSeries,"Comedy, Family",8.2,145374,2000
tt0042192,"All About Eve",movie,Drama,8.2,140880,1950
tt0089881,Ran,movie,"Action, Drama, War",8.2,138973,1985
tt7049682,Watchmen,tvMiniSeries,"Crime, Drama, Mystery",8.2,137418,2019
tt0012349,"The Kid",movie,"Comedy, Drama, Family",8.2,137306,1921
tt0040897,"The Treasure of the Sierra Madre",movie,"Adventure, Drama, Western",8.2,134271,1948
tt7203552,"The Morning Show",tvSeries,Drama,8.2,134103,2019
tt0055630,Yojimbo,movie,"Action, Drama, Thriller",8.2,133834,1961
tt2628232,"Penny Dreadful",tvSeries,"Drama, Fantasy, Horror",8.2,133244,2014
tt4849438,"Baahubali 2: The Conclusion",movie,"Action, Drama, Fantasy",8.2,118183,2017
tt2375692,"Black Sails",tvSeries,"Action, Adventure, Drama",8.2,118051,2014
tt0206512,"SpongeBob SquarePants",tvSeries,"Animation, Comedy, Family",8.2,114869,1999
tt5813916,"The Mountain II",movie,"Action, Drama, War",8.2,110848,2016
tt1548850,Misfits,tvSeries,"Comedy, Drama, Fantasy",8.2,108887,2009
tt6315640,Atypical,tvSeries,"Comedy, Drama",8.2,106134,2017
tt1954470,"Gangs of Wasseypur",movie,"Action, Comedy, Crime",8.2,105681,2012
tt8108198,Andhadhun,movie,"Crime, Mystery, Thriller",8.2,105462,2018
tt15327088,Kantara,movie,"Action, Adventure, Drama",8.2,105060,2022
tt7838252,"K.G.F: Chapter 1",movie,"Action, Crime, Drama",8.2,101043,2018
tt0367110,Swades,movie,"Drama, Musical",8.2,99845,2004
tt4430212,Drishyam,movie,"Crime, Drama, Mystery",8.2,97874,2015
tt0106004,Frasier,tvSeries,Comedy,8.2,97425,1993
tt1561755,"Bob's Burgers",tvSeries,"Animation, Comedy",8.2,94821,2011
tt0840196,Skins,tvSeries,Drama,8.2,94813,2007
tt0476735,"My Father and My Son",movie,"Drama, Family",8.2,94533,2005
tt1562872,"Zindagi Na Milegi Dobara",movie,"Comedy, Drama, Musical",8.2,87961,2011
tt5875444,"Slow Horses",tvSeries,"Drama, Thriller",8.2,86983,2022
tt5626028,"My Hero Academia",tvSeries,"Action, Adventure, Animation",8.2,84873,2016
tt0118849,"Children of Heaven",movie,"Drama, Family, Sport",8.2,82609,1997
tt5516154,Godless,tvMiniSeries,"Action, Drama, Western",8.2,81483,2017
tt1645089,"Inside Job",movie,"Crime, Documentary",8.2,80056,2010
tt11032374,"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train",movie,"Action, Adventure, Animation",8.2,77940,2020
tt4635276,"Master of None",tvSeries,"Comedy, Drama",8.2,76874,2015
tt0242519,"Hera Pheri",movie,"Action, Comedy, Crime",8.2,73975,2000
tt8291224,"Uri: The Surgical Strike",movie,"Action, Drama, History",8.2,73917,2019
tt0434665,Bleach,tvSeries,"Action, Adventure, Animation",8.2,73887,2004
tt2125608,"Searching for Sugar Man",movie,"Biography, Documentary, Music",8.2,73708,2012
tt2356180,"Bhaag Milkha Bhaag",movie,"Biography, Drama, Sport",8.2,73291,2013
tt0866442,"Eastbound & Down",tvSeries,"Comedy, Drama, Sport",8.2,65284,2009
tt8239946,Tumbbad,movie,"Drama, Fantasy, Horror",8.2,64549,2018
tt3487382,Forever,tvSeries,"Crime, Drama, Fantasy",8.2,63316,2014
tt0015324,"Sherlock Jr.",movie,"Action, Comedy, Romance",8.2,58766,1924
tt4047038,"Dirk Gently's Holistic Detective Agency",tvSeries,"Action, Adventure, Comedy",8.2,58568,2016
tt3609352,"Grace and Frankie",tvSeries,Comedy,8.2,58215,2015
tt10431500,"Miracle in Cell No. 7",movie,Drama,8.2,57178,2019
tt11712058,"Mayor of Kingstown",tvSeries,"Crime, Drama, Thriller",8.2,55568,2021
tt1480684,"The League",tvSeries,"Comedy, Sport",8.2,52642,2009
tt6148156,"Vikram Vedha",movie,"Action, Crime, Drama",8.2,51586,2017
tt8788458,"The Promised Neverland",tvSeries,"Action, Adventure, Animation",8.2,49484,2019
tt6317068,"Final Space",tvSeries,"Action, Adventure, Animation",8.2,49081,2018
tt0088526,"The Golden Girls",tvSeries,"Comedy, Drama",8.2,48666,1985
tt22074164,"Jury Duty",tvSeries,Comedy,8.2,48326,2023
tt15501640,"Drishyam 2",movie,"Crime, Drama, Mystery",8.2,46561,2022
tt11815682,Hacks,tvSeries,"Comedy, Drama",8.2,45791,2021
tt14664414,"Young Royals",tvSeries,"Drama, Romance",8.2,45763,2021
tt5574490,"Animal Kingdom",tvSeries,"Crime, Drama",8.2,44838,2016
tt7255502,"The Kominsky Method",tvSeries,"Comedy, Drama",8.2,44816,2018
tt6316138,"Ayla: The Daughter of War",movie,"Biography, Drama, History",8.2,44640,2017
tt20256528,"What Is a Woman?",movie,Documentary,8.2,44565,2022
tt13911628,"Lessons in Chemistry",tvMiniSeries,Drama,8.2,42447,2023
tt0085809,Koyaanisqatsi,movie,"Documentary, Music",8.2,42392,1982
tt2375605,"The Act of Killing",movie,"Biography, Crime, Documentary",8.2,41417,2012
tt3061046,"Steven Universe",tvSeries,"Action, Adventure, Animation",8.2,41173,2013
tt0048473,"Pather Panchali",movie,Drama,8.2,39255,1955
tt7905466,"They Shall Not Grow Old",movie,"Documentary, History, War",8.2,38986,2018
tt1620933,"Paan Singh Tomar",movie,"Action, Biography, Crime",8.2,38337,2012
tt5895028,13th,movie,"Crime, Documentary, History",8.2,38049,2016
tt14218830,"Abbott Elementary",tvSeries,Comedy,8.2,37908,2021
tt7441658,"Black Clover",tvSeries,"Action, Adventure, Animation",8.2,37808,2017
tt1073507,"Party Down",tvSeries,"Comedy, Drama",8.2,37654,2009
tt20723374,"Star Wars: Tales of the Jedi",tvMiniSeries,"Action, Adventure, Animation",8.2,37645,2022
tt0096684,"Quantum Leap",tvSeries,"Action, Adventure, Drama",8.2,37132,1989
tt0071411,"Dersu Uzala",movie,"Adventure, Biography, Drama",8.2,34155,1975
tt5137338,Victoria,tvSeries,"Biography, Drama, History",8.2,31583,2016
tt3877200,"The Missing",tvSeries,"Crime, Drama, Mystery",8.2,30866,2014
tt5929776,"The First Born",movie,"Documentary, News",8.2,29093,2016
tt0045274,"Umberto D.",movie,Drama,8.2,28758,1952
tt13138834,Time,tvSeries,"Crime, Drama",8.2,28427,2021
tt7392212,Rangasthalam,movie,"Action, Drama",8.2,28316,2018
tt0495212,"Hellsing Ultimate",tvMiniSeries,"Action, Animation, Fantasy",8.2,27738,2006
tt1235547,"Better Off Ted",tvSeries,"Comedy, Sci-Fi",8.2,27586,2009
tt11639414,"The Midnight Gospel",tvSeries,"Adventure, Animation, Comedy",8.2,26573,2020
tt8531222,Dave,tvSeries,"Comedy, Music",8.2,26316,2020
tt4983780,Maanaadu,movie,"Action, Adventure, Sci-Fi",8.2,25793,2021
tt0049902,"A Man Escaped",movie,"Drama, Thriller, War",8.2,25616,1956
tt0466460,"Khosla Ka Ghosla!",movie,"Comedy, Crime, Drama",8.2,25351,2006
tt5912064,"Kim's Convenience",tvSeries,Comedy,8.2,25204,2016
tt1637574,Conan,tvSeries,"Comedy, Music, Talk-Show",8.2,25136,2010
tt0251439,Trigun,tvSeries,"Action, Adventure, Animation",8.2,24737,1998
tt26936666,Vettaiyan,movie,"Action, Crime, Drama",8.2,24453,2024
tt8101850,Undone,tvSeries,"Animation, Drama, Fantasy",8.2,24269,2019
tt4374208,Catastrophe,tvSeries,Comedy,8.2,24188,2015
tt4592410,"The Get Down",tvSeries,"Drama, Music, Musical",8.2,23908,2016
tt0100234,Close-Up,movie,"Biography, Crime, Drama",8.2,23907,1990
tt0379632,Hustle,tvSeries,"Crime, Drama, Mystery",8.2,23734,2004
tt4925000,"Descendants of the Sun",tvSeries,"Action, Comedy, Drama",8.2,23453,2016
tt0908454,"Gavin & Stacey",tvSeries,"Comedy, Drama, Romance",8.2,23363,2007
tt1844923,"Friday Night Dinner",tvSeries,Comedy,8.2,23046,2011
tt11398870,Caliphate,tvSeries,"Crime, Drama, Thriller",8.2,22835,2020
tt0042804,"The Young and the Damned",movie,"Crime, Drama",8.2,22387,1950
tt26458038,"Manjummel Boys",movie,"Adventure, Drama, Thriller",8.2,22309,2024
tt9458304,Dororo,tvSeries,"Action, Adventure, Animation",8.2,22106,2019
tt0054248,"Rocco and His Brothers",movie,"Crime, Drama, Sport",8.2,22046,1960
tt2581458,Looking,tvSeries,"Comedy, Drama, Romance",8.2,22025,2014
tt0105929,"Absolutely Fabulous",tvSeries,Comedy,8.2,21891,1992
tt1693592,Vera,tvSeries,"Crime, Drama, Mystery",8.2,21058,2011
tt11239552,"Itaewon Class",tvSeries,"Drama, Romance",8.2,20886,2020
tt0108906,"The Kingdom",tvSeries,"Comedy, Drama, Fantasy",8.2,20637,1994
tt0207275,"The 10th Kingdom",tvMiniSeries,"Adventure, Comedy, Family",8.2,20623,2000
tt12197698,"Leverage: Redemption",tvSeries,"Crime, Mystery, Thriller",8.2,20579,2021
tt5673782,Genius,tvSeries,"Biography, Drama, History",8.2,20356,2017
tt8392006,Apharan,tvSeries,"Action, Crime, Thriller",8.2,20149,2018
tt0041154,"Late Spring",movie,"Comedy, Drama",8.2,19823,1949
tt0106052,"Late Night with Conan O'Brien",tvSeries,"Comedy, Music, Talk-Show",8.2,19164,1993
tt6263222,"Strong Girl Bong-soon",tvSeries,"Comedy, Crime, Drama",8.2,18869,2017
tt0070233,"Ivan Vasilyevich Changes His Profession",movie,"Adventure, Comedy, Sci-Fi",8.2,18863,1973
tt1660055,"Scooby-Doo! Mystery Incorporated",tvSeries,"Adventure, Animation, Comedy",8.2,18827,2010
tt4687882,Patriot,tvSeries,"Comedy, Drama, Thriller",8.2,18770,2015
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills",movie,"Crime, Documentary",8.2,18481,1996
tt0100332,"Paris Is Burning",movie,Documentary,8.2,18404,1990
tt7019942,"Super Deluxe",movie,"Comedy, Crime, Drama",8.2,18132,2019
tt1091909,"Murdoch Mysteries",tvSeries,"Crime, Drama, Mystery",8.2,18118,2008
tt1988386,"Miss Fisher's Murder Mysteries",tvSeries,"Crime, Drama, History",8.2,18092,2012
tt5460658,"Life and a Day",movie,Drama,8.2,17977,2016
tt2181831,Shahid,movie,"Biography, Drama",8.2,17935,2012
tt25433734,"Hi Nanna",movie,"Drama, Family, Romance",8.2,17931,2023
tt0048452,Ordet,movie,Drama,8.2,17775,1955
tt0081059,"The Lion of the Desert",movie,"Biography, Drama, History",8.2,17731,1980
tt0422320,Ghilli,movie,"Action, Drama, Romance",8.2,17683,2004
tt0050371,"A Face in the Crowd",movie,"Drama, Music",8.2,17595,1957
tt1533435,Miranda,tvSeries,Comedy,8.2,17482,2009
tt0983983,"Shaun the Sheep",tvSeries,"Animation, Comedy, Family",8.2,17473,2007
tt7060460,"Theeran Adhigaram Ondru",movie,"Action, Crime, Thriller",8.2,17434,2017
tt6380520,"Dhuruvangal Pathinaaru",movie,"Crime, Drama, Mystery",8.2,17213,2016
tt2218988,"Ustad Hotel",movie,"Comedy, Drama",8.2,17042,2012
